RAMP3,CRCP
TFRC ,C1QBP 
TFRC ,LGALS3BP 
TFRC ,SLC1A5 
TFRC ,HFE 
TFRC ,HFE
TFRC ,P3H1 
TFRC ,HSD17B12 
TFRC ,SAR1A 
TFRC ,TREML2 
TFRC ,CD276 
TFRC ,SV2A 
TFRC ,TSPAN14 
TFRC ,SCARB1 
TFRC ,TSPEAR 
TFRC ,MYDGF 
TFRC ,AP2M1 
TFRC ,SDF4 
TFRC ,SIAE 
TFRC ,S100A14 
TFRC ,PCYOX1 
TFRC ,DPP7 
TFRC ,STOML2 
TFRC ,NOTCH3 
TFRC ,HYOU1 
TF ,HPX 
TF ,KRT1 
TF ,S100A8 
TF ,SERPIND1 
TF ,ANXA2 
TF ,CTSL 
TF ,F7 
TF ,LGALS1 
TF ,CLU 
TF ,IGFBP3 
TF ,IGFBP2 
TF ,RYR1 
TF ,IGFBP4 
TF ,IGFBP5 
TF ,CALR 
TF ,PRSS3 
TF ,TGM4 
TF ,GDF10 
TF ,LCN2 
TF ,RUNX1 
TF ,CDSN 
TF ,HFE 
TF ,P3H1 
TF ,ADIPOR1 
TF ,ERBIN 
TF ,SDF2L1 
TF ,TFR2 
TF ,LAMC3 
LTF ,ANXA1 
LTF ,ELANE 
LTF ,CTSG 
LTF ,PIP 
LTF ,DEFA4 
LTF ,TCN1 
LTF ,PRTN3 
LTF ,AZGP1 
LTF ,LCN1 
LTF ,DEFA1 
LTF ,DEFA3 
LTF ,B2M 
LTF ,LRP1 
LTF ,WFDC2 
LTF ,BPIFB1 
LTF ,ITLN1 
LTF ,BPIFA1 
LTF ,DMBT1 
HPX ,KRT1 
HPX ,GSN 
HPX ,KLK3 
HPX ,CTSL 
HPX ,CFH 
HPX ,F7 
HPX ,F7
HPX ,C4A 
HPX ,PF4V1 
HPX ,ITIH1 
HPX ,PRSS3 
HPX ,ADRA1B 
HPX ,OR3A2 
HPX ,LCN2 
HPX ,DCD 
HPX ,SLC1A5
HPX ,OR2T6 
HPX ,RYR2 
HPX ,OR8D2 
STATH,OVGP1 
STATH,OPRPN 
BGLAP ,CTSD 
BGLAP ,CTSB 
ANG ,TDGF1 
ANG ,FST
ANG ,TNFSF8 
ANG ,ABCG8 
MMP1 ,COL1A2 
MMP1 ,TFPI
MMP1 ,CCL2 
MMP1 ,IGFBP3 
MMP1 ,CXCL2 
MMP1 ,CMA1 
MMP1 ,BSG 
MMP1 ,BSG
MMP1 ,CXCL5 
MMP1 ,CCL7 
MMP1 ,CXCL6 
MMP1 ,BCAN 
FGF1 ,FGF2 
FGF1 ,FGF7 
FGF1 ,FGFR2 
FGF1 ,FGFR2
FGF2 ,FGF7 
FGF2 ,FGFR2 
FGF2 ,FGFR2
AMH ,AMHR2 
AMH ,ARL8B 
SLPI ,KLK3 
SLPI ,CTSB 
C4BPA ,LBP 
C4BPA ,LRP1 
C4BPA ,BMPR2 
PLA2G1B ,CSF3R
PROC ,SERPINA5 
PROC ,F5 
PROC ,MMP15 
PROC ,PROCR 
ALDOA ,ANXA1 
ALDOA ,KRT1 
ALDOA ,S100A8 
ALDOA ,ITGB1 
ALDOA ,ITGAV 
ALDOA ,P4HB 
ALDOA ,CTSD 
ALDOA ,ANXA2 
ALDOA ,CTSB 
ALDOA ,HSP90AA1
ALDOA ,THBS1 
ALDOA ,MMP2 
ALDOA ,ITGA5 
ALDOA ,ANXA5 
ALDOA ,RPSA 
ALDOA ,LGALS1 
ALDOA ,HMGB1 
ALDOA ,CTSH 
ALDOA ,TACSTD2 
ALDOA ,CLU 
ALDOA ,IGF2R 
ALDOA ,ITGA4 
ALDOA ,PKM 
ALDOA ,PKM
ALDOA ,HSP90B1 
ALDOA ,CD44 
ALDOA ,ITGB4 
ALDOA ,ITGA2 
ALDOA ,VCAM1 
ALDOA ,MAG 
ALDOA ,MSR1 
ALDOA ,S100A4 
ALDOA ,HMGB2 
ALDOA ,CALR 
ALDOA ,PRDX5 
ALDOA ,S100A7 
ALDOA ,BSG 
ALDOA ,SERPINF1 
ALDOA ,PTGDS 
ALDOA ,PPT1 
ALDOA ,DCD 
ALDOA ,HSPG2 
ALDOA ,MUC2 
ALDOA ,C1QBP 
ALDOA ,LGALS3BP 
ALDOA ,PRDX4 
ALDOA ,P3H1 
ALDOA ,SAR1A 
ALDOA ,ANKAR 
ALDOA ,NAXE 
ALDOA ,MYDGF 
ALDOA ,AP2M1 
ALDOA ,MYOC 
ALDOA ,CRISPLD2 
ALDOA ,PTPRH 
ALDOA ,IL20RA 
ALDOA ,ITGA11 
ALDOA ,HYOU1 
ALDOA ,FCGBP 
ANXA1 ,APOB 
ANXA1 ,KRT1 
ANXA1 ,ERBB2 
ANXA1 ,S100A8 
ANXA1 ,ITGB1 
ANXA1 ,ITGAV 
ANXA1 ,P4HB 
ANXA1 ,ANXA2 
ANXA1 ,HSP90AA1
ANXA1 ,ELANE 
ANXA1 ,CTSG 
ANXA1 ,MET 
ANXA1 ,ITGA5 
ANXA1 ,ANXA5 
ANXA1 ,RPSA 
ANXA1 ,LGALS1 
ANXA1 ,HMGB1 
ANXA1 ,TACSTD2 
ANXA1 ,PTPRF 
ANXA1 ,IGF2R 
ANXA1 ,PIP 
ANXA1 ,CDH1 
ANXA1 ,DEFA4 
ANXA1 ,ITGA4 
ANXA1 ,PKM 
ANXA1 ,HSP90B1 
ANXA1 ,CD44 
ANXA1 ,ITGB4 
ANXA1 ,ITGA2 
ANXA1 ,VCAM1 
ANXA1 ,FPR1 
ANXA1 ,ENPP1 
ANXA1 ,PTPRD 
ANXA1 ,PRTN3 
ANXA1 ,HMGB2 
ANXA1 ,CALR 
ANXA1 ,PRDX5 
ANXA1 ,BSG 
ANXA1 ,DEFA1 
ANXA1 ,DEFA3 
ANXA1 ,HSPG2 
ANXA1 ,C1QBP 
ANXA1 ,SAR1A 
ANXA1 ,NELL1 
ANXA1 ,GLG1 
ANXA1 ,MYDGF 
ANXA1 ,AP2M1 
ANXA1 ,SERAC1 
ANXA1 ,EMILIN3 
ANXA1 ,DMBT1 
ANXA1 ,COL17A1 
APOB ,ERBB2 
APOB ,MET 
APOB ,PTPRF 
APOB ,LIPC 
APOB ,CDH1 
APOB ,HSP90B1 
APOB ,ITGB4 
APOB ,LGALS3 
APOB ,BGN 
APOB ,PTPRD 
APOB ,CALR 
APOB ,LRP2 
APOB ,PRDX4 
APOB ,NELL1 
APOB ,AP2M1 
APOB ,SERAC1 
APOB ,COL17A1 
CLPS ,PNLIP 
CSF2 ,CSF2RA 
CSF2 ,CSF2RA
CSF2 ,KITLG 
CSF2 ,IL3RA 
CSF2 ,CSF2RB 
TFF1 ,MUC6 
TFF1 ,GKN2 
TFF1 ,SIGLEC8 
HRG ,THBS1 
HRG ,FCGR1A 
A1BG ,ANXA7 
A1BG ,SNCA 
A1BG ,CRISP3 
CD74,CD1D 
CD74,HLA-DPA1 
CD74,HLA-DQB1 
KRT1 ,ERBB2 
KRT1 ,S100A8 
KRT1 ,SERPIND1 
KRT1 ,ITGB1 
KRT1 ,GSN 
KRT1 ,ITGAV 
KRT1 ,KLK3 
KRT1 ,CTSD 
KRT1 ,ANXA2 
KRT1 ,PRSS1 
KRT1 ,CTSL 
KRT1 ,HSP90AA1
KRT1 ,CFH 
KRT1 ,ITGA5 
KRT1 ,F7 
KRT1 ,F7
KRT1 ,RPSA 
KRT1 ,LGALS1 
KRT1 ,HMGB1 
KRT1 ,CTSH 
KRT1 ,ALPI 
KRT1 ,C4A 
KRT1 ,PF4V1 
KRT1 ,CLU 
KRT1 ,MBL2 
KRT1 ,FGFR1 
KRT1 ,IGF2R 
KRT1 ,CDH1 
KRT1 ,GP1BB 
KRT1 ,ITGA4 
KRT1 ,PKM 
KRT1 ,ELN 
KRT1 ,ITGA2 
KRT1 ,VCAM1 
KRT1 ,ITIH1 
KRT1 ,TNXB 
KRT1 ,HMGB2 
KRT1 ,AOAH 
KRT1 ,EPHA2 
KRT1 ,S100A7 
KRT1 ,PRSS3 
KRT1 ,ADRA1B 
KRT1 ,SAA4 
KRT1 ,DCC 
KRT1 ,OR3A2 
KRT1 ,TGM4 
KRT1 ,PPT1 
KRT1 ,HNRNPM 
KRT1 ,YARS1 
KRT1 ,EPHB4 
KRT1 ,GDF10 
KRT1 ,DCD 
KRT1 ,HSPG2 
KRT1 ,EFNB1 
KRT1 ,RUNX1 
KRT1 ,RUNX1
KRT1 ,C1QBP 
KRT1 ,PAPPA 
KRT1 ,ICAM4 
KRT1 ,SLC1A5 
KRT1 ,SLC1A5
KRT1 ,SAR1A 
KRT1 ,LTBP4 
KRT1 ,OR5H6 
KRT1 ,OR2T6 
KRT1 ,SMPDL3A 
KRT1 ,RYR2 
KRT1 ,AP2M1 
KRT1 ,OR8D2 
KRT1 ,GABBR1 
KRT1 ,NOTCH3 
S100B ,GUCY2D 
S100B ,AGER
VWF ,ITGB3 
VWF ,ITGAV 
SHBG ,COL1A2 
SHBG ,PTGDS 
SHBG ,SEMA3F 
SHBG ,KLK4 
SEMG1 ,SEMG2 
SEMG1,KLK3 
ERBB2 ,ANXA2 
ERBB2 ,PTPRC 
ERBB2 ,MET 
ERBB2 ,PTPRF 
ERBB2 ,CDH1 
ERBB2 ,CD44 
ERBB2 ,ITGB4 
ERBB2 ,FER 
ERBB2 ,ERBB3 
ERBB2 ,PTPRB 
ERBB2 ,PTPRD 
ERBB2 ,PTPRG 
ERBB2 ,PTPRZ1 
ERBB2 ,EPHA2 
ERBB2 ,BTC 
ERBB2 ,MASP1 
ERBB2 ,EPHB4 
ERBB2 ,EFNB1 
ERBB2 ,NRG1 
ERBB2 ,NRG1
ERBB2 ,PTPRJ 
ERBB2 ,ERBB4 
ERBB2 ,PTPRO 
ERBB2 ,NELL1 
ERBB2 ,CUL5 
ERBB2 ,AP2M1 
ERBB2 ,SERAC1 
ERBB2 ,ERBIN 
ERBB2 ,S100A14 
ERBB2 ,COL17A1 
ERBB2,CD44
ERBB2,ERBB3 
ERBB2,NRG1 
WNT1 ,RYK 
WNT1 ,WNT3A 
WNT1 ,SFRP1 
WNT1 ,SFRP2 
WNT1 ,FZD8 
NTRK1 ,NGFR 
NTRK1 ,PTPRC 
NTRK1 ,PTPRB 
NTRK1 ,PTPRG 
NTRK1 ,BDNF 
NTRK1 ,PTPRJ 
NTRK1 ,PTPRO 
NTRK1,NGFR 
AMY2A ,DMBT1 
ELN ,LOXL3 
IFNW1 ,IFNAR1 
IFNW1 ,IFNAR2 
IGF1 ,IGFBP3 
IGF1 ,IGFBP2 
IGF1 ,IGFBP7 
IGF1 ,IGSF1 
IGF1,IGF1R 
IGF1,IGFBP1 
IGF1,IGFBP3 
IGF1,IGFBP4 
IGF1,IGFBP6 
IGF1,IGFBP5 
IGF1,IGFBP3 
IGF1,IGFBP5 
IGF1,IGFBP7 
CHGB ,ANXA7 
APP ,GSN 
APP ,P4HB 
APP ,CTSD 
APP ,THBS1 
APP ,COL1A2 
APP ,NGFR 
APP ,BGN 
APP ,FBLN1 
APP ,CALR 
APP ,COL4A5 
APP ,AGRN 
APP ,COL18A1 
APP ,APLP1 
APP ,TGFB2 
APP ,COL4A3 
APP ,LRP1 
APP ,COL4A6 
APP ,PON2 
APP ,SDF2 
APP ,Q7Z5F4
APP ,SDF2L1 
APP ,CCL26 
APP,COL1A2 
APP,CLU 
APP,NID1 
APP,IDE 
APP,ACHE
APP,LAMA1 
APP,COL4A5 
APP,GPC1 
APP,TGFB2 
APP,COL4A3
APP,LRP1 
APP,COL4A6
APP,TM2D1 
APP,LRP1B 
APP,LRP1 
APOD ,ALPP 
APOD ,GUSB 
APOD ,CTSG 
APOD ,CLU 
APOD ,PIP 
APOD ,AZU1 
APOD ,PRTN3 
APOD ,AZGP1 
APOD ,HPCAL1 
APOD ,LEPR 
APOD ,ARL8B 
ITGB3 ,ITGB1 
ITGB3 ,ITGB1
ITGB3 ,FCER2 
ITGB3 ,ITGAV 
ITGB3 ,THBS1 
ITGB3 ,COL1A2 
ITGB3 ,CTSG 
ITGB3 ,ITGA2B 
ITGB3 ,ITGA2B
ITGB3 ,ITGA5 
ITGB3 ,PDGFRB 
ITGB3 ,SPP1 
ITGB3 ,COL6A3
ITGB3 ,GP1BB 
ITGB3 ,NID1 
ITGB3 ,PDGFRA 
ITGB3 ,CD9 
ITGB3 ,PTPRZ1 
ITGB3 ,KDR 
ITGB3 ,P2RY2 
ITGB3 ,CCN3 
ITGB3 ,FBLN2 
ITGB3 ,COL4A3 
ITGB3 ,COL4A3
ITGB3 ,CD47 
ITGB3 ,CD47
ITGB3 ,ADAM15 
ITGB3 ,ADAM15
ITGB3 ,ICAM4 
ITGB3 ,LAMA4 
ITGB3 ,LAMA4
ITGB3 ,F11R 
ITGB2 ,ICAM1 
ITGB2 ,CTSD 
ITGB2 ,ITGAM 
ITGB2 ,ITGA4 
ITGB2 ,HSP90B1 
ITGB2 ,ITGAL 
ITGB2 ,ITGAX 
ITGB2 ,PTPRB 
ITGB2 ,CALR 
ITGB2 ,KIR3DL1 
ITGB2 ,KIR3DL2 
ITGB2 ,HSPA13 
ITGB2 ,EFEMP1 
ITGB2 ,TGFBI 
ITGB2 ,CD226 
ITGB2 ,CHI3L2 
ITGB2 ,LAMA3 
ITGB2 ,SDF2 
ITGB2 ,SDF4 
ITGB2 ,ERP44 
ITGB2 ,SDF2L1 
ITGB2 ,ESM1 
ITGB2 ,UGGT1 
ITGB2 ,ICAM5 
ITGB2 ,HYOU1 
S100A8 ,ITGB1 
S100A8 ,S100A9 
S100A8 ,CTSD 
S100A8 ,ANXA2 
S100A8 ,CTSB 
S100A8 ,ITGA5 
S100A8 ,F7 
S100A8 ,RPSA 
S100A8 ,HMGB1 
S100A8 ,CTSH 
S100A8 ,IGF2R 
S100A8 ,ITGA4 
S100A8 ,PKM 
S100A8 ,PTPRA 
S100A8 ,VCAM1 
S100A8 ,HMGB2 
S100A8 ,S100A7 
S100A8 ,PPT1 
S100A8 ,HNRNPM 
S100A8 ,C1QBP 
S100A8 ,TMED1 
S100A8 ,CDSN 
S100A8 ,SDF2 
S100A8 ,MAMDC2 
S100A8 ,AP2M1 
S100A8 ,IGSF21 
INHA ,ACVR2A 
INHA ,TGFBR3 
IL4,IL4R
IL4,IL2RG 
IL4,IL13RA2 
IL5 ,CSF2RB 
IL5 ,IL5RA 
IL5 ,IL5RA
SERPINE1 ,THBD 
SERPINE1 ,VLDLR
SERPINE1 ,PLAUR
SERPINE1 ,LRP1B 
SERPINA5 ,KLK1 
SERPINA5 ,KLK3 
SERPINA5 ,SCG2 
SERPINA5 ,KLK2
CFI ,CD46 
CFI ,CR1 
ALPP ,GUSB 
ALPP ,CTSG 
ALPP ,LGALS1 
ALPP ,ALPG 
ALPP ,PKM 
ALPP ,ANPEP 
ALPP ,FOLR1 
ALPP ,AZU1 
ALPP ,PRTN3 
ALPP ,LRPAP1 
ALPP ,GPLD1 
ALPP ,LGALS3BP 
ALPP ,RTN4RL2 
ALPP ,GPRC5A 
ALPP ,ARL8B 
FGF1 ,FGFR1 
FGF1 ,FGFR1
FGF1 ,FGFR1
FGF1 ,FGFBP1 
IL6 ,IL6R
IL6 ,PTHLH 
IL6 ,PTHLH
IL6 ,OSM 
IL6 ,HRH1 
IL6 ,IL6ST 
IL6 ,IL6ST
EDN1 ,EDNRB 
EDN1 ,EDNRA 
EDN1 ,ADM 
ICAM1 ,S100A9 
ICAM1 ,PSAP 
ICAM1 ,CTSL 
ICAM1 ,GUSB 
ICAM1 ,HSP90B1 
ICAM1 ,FBLN1 
ICAM1 ,BSG 
ICAM1 ,LGALS3BP 
ICAM1 ,ALCAM 
SCG5 ,PCSK2 
REG1A ,REG3A 
CLEC3B ,HGF 
SERPIND1 ,KLK3 
SERPIND1 ,CTSL 
SERPIND1 ,CLU 
SERPIND1 ,FGFR1 
SERPIND1 ,ELN 
SERPIND1 ,RYR1 
SERPIND1 ,RYR1
SERPIND1 ,AOAH 
SERPIND1 ,PRSS3 
SERPIND1 ,ADRA1B 
SERPIND1 ,SAA4 
SERPIND1 ,TGM4 
SERPIND1 ,GDF10 
SERPIND1 ,PAPPA 
SERPIND1 ,ICAM4 
SERPIND1 ,LTBP4 
SERPIND1 ,OR8D2 
ITGB1 ,ITGAV 
ITGB1 ,P4HB 
ITGB1 ,CTSD 
ITGB1 ,ANXA2 
ITGB1 ,PSAP 
ITGB1 ,HSP90AA1
ITGB1 ,THBS1 
ITGB1 ,GUSB 
ITGB1 ,ITGA5 
ITGB1 ,ANXA5 
ITGB1 ,LGALS1 
ITGB1 ,HMGB1 
ITGB1 ,CTSH 
ITGB1 ,TACSTD2 
ITGB1 ,ALPI 
ITGB1 ,SPP1 
ITGB1 ,CLU 
ITGB1 ,LAMC1 
ITGB1 ,IGF2R 
ITGB1 ,GP1BB 
ITGB1 ,VCAN 
ITGB1 ,ITGA4 
ITGB1 ,PKM 
ITGB1 ,HSP90B1 
ITGB1 ,MMP9 
ITGB1 ,FOLR1 
ITGB1 ,CD46 
ITGB1 ,NME1 
ITGB1 ,VEGFA 
ITGB1 ,CD44 
ITGB1 ,ITGB4 
ITGB1 ,ITGA2 
ITGB1 ,VCAM1 
ITGB1 ,M6PR 
ITGB1 ,COL5A1 
ITGB1 ,CD9 
ITGB1 ,TNXB 
ITGB1 ,ITGA6 
ITGB1 ,TNC 
ITGB1 ,LAMA1 
ITGB1 ,ITGA3 
ITGB1 ,HMGB2 
ITGB1 ,CALR 
ITGB1 ,PRDX5 
ITGB1 ,S100A7 
ITGB1 ,L1CAM 
ITGB1 ,CSF2RB 
ITGB1 ,THBS2 
ITGB1 ,FBN1 
ITGB1 ,BSG 
ITGB1 ,FLT4 
ITGB1 ,COL18A1 
ITGB1 ,BTD 
ITGB1 ,CD151 
ITGB1 ,HSPA13 
ITGB1 ,CCN3 
ITGB1 ,VEGFB 
ITGB1 ,VEGFC 
ITGB1 ,PPT1 
ITGB1 ,ITGA8 
ITGB1 ,YARS1 
ITGB1 ,ATP1B3 
ITGB1 ,ITGA1 
ITGB1 ,HSPG2 
ITGB1 ,COL4A3 
ITGB1 ,LTB 
ITGB1 ,C1QBP 
ITGB1 ,LGALS3BP 
ITGB1 ,CD47 
ITGB1 ,ADAM9 
ITGB1 ,ADAM15 
ITGB1 ,ITGA7 
ITGB1 ,ITGA9 
ITGB1 ,ICAM4 
ITGB1 ,P3H1 
ITGB1 ,SAR1A 
ITGB1 ,TREML2 
ITGB1 ,CD276 
ITGB1 ,SFRP2 
ITGB1 ,TSPAN14 
ITGB1 ,SCARB1 
ITGB1 ,TSPEAR 
ITGB1 ,MYDGF 
ITGB1 ,AP2M1 
ITGB1 ,ANGPTL4 
ITGB1 ,SIAE 
ITGB1 ,PCYOX1 
ITGB1 ,DPP7 
ITGB1 ,ITGA11 
ITGB1 ,NOTCH3 
ITGB1 ,HYOU1 
ITGB1 ,EMILIN1 
ITGB1,THBS1 
ITGB1,ITGA5 
ITGB1,LGALS1 
ITGB1,COL6A3
ITGB1,VCAN 
ITGB1,ITGA4 
ITGB1,NID1 
ITGB1,NME1 
ITGB1,VCAM1
ITGB1,CD9 
ITGB1,ITGA6
ITGB1,TNC 
ITGB1,LAMA1 
ITGB1,ITGA3 
ITGB1,THBS2 
ITGB1,BSG
ITGB1,FLT4
ITGB1,CD151 
ITGB1,CCN3 
ITGB1,ITGA1 
ITGB1,PLAUR
ITGB1,CD47
ITGB1,ADAM9
ITGB1,ADAM15
ITGB1,ITGA7
ITGB1,ITGA9 
ITGB1,LAMA4
ITGB1,ADAM2 
ITGB1,ITGA11 
CSN2 ,CSN3 
COL5A2 ,COL11A1 
COL5A2 ,COL5A1 
COL5A2 ,COL5A3 
COL5A2 ,DDR1 
COL5A2 ,DDR1
CD5 ,CD72 
INSR ,PTPRC 
INSR ,PTPRJ 
BCHE ,COLQ
CCK ,CCKBR 
HLA-DOA ,HLA-DOB 
GSN ,ANXA2 
GSN ,LAMB1 
GSN ,CFH 
GSN ,F7 
GSN ,C4A 
GSN ,PF4V1 
GSN ,PIP 
GSN ,PKM 
GSN ,ITIH1 
GSN ,PRSS3 
GSN ,OR3A2 
GSN ,HNRNPM
GSN ,DCD 
GSN ,SEMG2 
GSN ,DST 
GSN ,ITPR3 
GSN ,ESR2 
GSN ,RYR2 
GSN ,HTRA1 
GSN ,AP2M1 
GSN ,OR8D2 
GSN ,TAOK2 
S100A9 ,ANXA2 
S100A9 ,FLT1
S100A9 ,PTPRA 
S100A9 ,S100A7 
S100A9 ,ALCAM 
S100A9 ,SCARB1 
S100A9 ,ROBO4 
S100A9 ,AP2M1 
CD2 ,PTPRC 
CD2 ,CD48 
CD2 ,LGALS1 
CD2 ,CD247 
FCER2 ,ITGAV 
FCER2 ,ANXA5 
FCER2 ,CR2 
FCER2 ,ITGAX 
FCER2 ,CD47 
FCER2 ,CD47
FCER2 ,FSTL1 
FCER2 ,SELPLG 
GPI ,PKM 
GPI ,NME1 
GPI ,IGFBP3 
GPI ,C1QBP 
GPI ,AP2M1 
ITGAV ,CTSD 
ITGAV ,ANXA2 
ITGAV ,PSAP 
ITGAV ,THBS1 
ITGAV ,GUSB 
ITGAV ,MMP2 
ITGAV ,ITGA5 
ITGAV ,LGALS1 
ITGAV ,HMGB1 
ITGAV ,SPP1 
ITGAV ,CLU 
ITGAV ,LAMC1 
ITGAV ,IGF2R 
ITGAV ,ITGA4 
ITGAV ,PKM 
ITGAV ,FOLR1 
ITGAV ,CD44 
ITGAV ,PDGFRA 
ITGAV ,ITGB6 
ITGAV ,M6PR 
ITGAV ,COL5A1 
ITGAV ,PTPRZ1 
ITGAV ,IL32 
ITGAV ,F2R 
ITGAV ,ITGA3 
ITGAV ,ITGB8 
ITGAV ,HMGB2 
ITGAV ,L1CAM 
ITGAV ,FBN1 
ITGAV ,BSG 
ITGAV ,P2RY2 
ITGAV ,BTD 
ITGAV ,HSPA13 
ITGAV ,CCN3 
ITGAV ,MMP14 
ITGAV ,PPT1 
ITGAV ,ATP1B3 
ITGAV ,HSPG2 
ITGAV ,COL4A3 
ITGAV ,PLAUR 
ITGAV ,C1QBP 
ITGAV ,LGALS3BP 
ITGAV ,CD47 
ITGAV ,ADAM9 
ITGAV ,ADAM15 
ITGAV ,ICAM4 
ITGAV ,LAMA4 
ITGAV ,P3H1 
ITGAV ,SAR1A 
ITGAV ,TREML2 
ITGAV ,CD276 
ITGAV ,F11R 
ITGAV ,SCARB1 
ITGAV ,TSPEAR 
ITGAV ,AP2M1 
ITGAV ,SIAE 
ITGAV ,PCYOX1 
ITGAV ,DPP7 
ITGAV ,HYOU1 
CRH ,CRHR1 
LPL ,CETP 
LPL ,PTHLH 
LPL ,SRPX 
LPL ,VLDLR
LPL ,LRP1 
LPL ,BTN1A1 
LPL ,SORT1 
CALCA ,CALCRL 
SERPINE2 ,COL4A2 
SERPINE2 ,COL4A5 
SERPINE2 ,COL4A4 
SERPINE2 ,COL4A3 
SERPINE2 ,COL4A6 
TGFB1 ,EMILIN1 
THBD ,CPB2 
P4HB ,CTSD 
P4HB ,ANXA2 
P4HB ,COL1A2 
P4HB ,ANXA5 
P4HB ,TACSTD2 
P4HB ,CLU 
P4HB ,PKM 
P4HB ,HSP90B1 
P4HB ,CD44 
P4HB ,ITGB4 
P4HB ,ITGA2 
P4HB ,PTN 
P4HB ,S100A4 
P4HB ,CALR 
P4HB ,PRDX5 
P4HB ,BSG 
P4HB ,HNRNPM 
P4HB ,B2M 
P4HB ,DCD 
P4HB ,LGALS3BP 
P4HB ,PRDX4 
P4HB ,ITPR3 
P4HB ,PON2 
P4HB ,SLC1A5 
P4HB ,P3H1 
P4HB ,SDF2 
P4HB ,NAXE 
P4HB ,MYDGF 
P4HB ,SDF2L1 
P4HB ,STOML2 
P4HB ,HYOU1 
KLK3 ,CTSL 
KLK3 ,F7
KLK3 ,AR 
KLK3 ,PF4V1 
KLK3 ,CLU 
KLK3 ,FGFR1 
KLK3 ,SCG2 
KLK3 ,ELN 
KLK3 ,IGFBP3 
KLK3 ,ITIH1 
KLK3 ,AOAH 
KLK3 ,ADRA1B 
KLK3 ,SAA4 
KLK3 ,OR3A2 
KLK3 ,TGM4 
KLK3 ,DCD 
KLK3 ,PAPPA 
KLK3 ,ICAM4 
KLK3 ,SLC1A5
KLK3 ,LTBP4 
KLK3 ,OR2T6 
KLK3 ,RYR2 
KLK3 ,OR8D2 
KLK3 ,GABBR1 
ASGR1 ,ASGR2 
ASGR1 ,HSP90B1 
ASGR1 ,ITGA1 
CTSD ,ANXA2 
CTSD ,PSAP 
CTSD ,CTSB 
CTSD ,GUSB 
CTSD ,ITGA5 
CTSD ,ANXA5 
CTSD ,HMGB1 
CTSD ,CTSH 
CTSD ,CLU 
CTSD ,LAMC1 
CTSD ,IGF2R 
CTSD ,ITGA4 
CTSD ,PKM 
CTSD ,HSP90B1 
CTSD ,FOLR1 
CTSD ,CD44 
CTSD ,IGFBP3 
CTSD ,VCAM1 
CTSD ,M6PR 
CTSD ,ITGAL 
CTSD ,COL5A1 
CTSD ,IGFBP4 
CTSD ,ITGA3 
CTSD ,S100A4 
CTSD ,HMGB2 
CTSD ,CALR 
CTSD ,S100A7 
CTSD ,L1CAM 
CTSD ,FBN1 
CTSD ,BSG 
CTSD ,BTD 
CTSD ,KIR3DL1 
CTSD ,KIR3DL2 
CTSD ,HSPA13 
CTSD ,PPT1 
CTSD ,ATP1B3 
CTSD ,CCL20 
CTSD ,LGALS3BP 
CTSD ,PRDX4 
CTSD ,CHI3L2 
CTSD ,P3H1 
CTSD ,TREML2 
CTSD ,CD276 
CTSD ,SDF2 
CTSD ,NAXE 
CTSD ,SCARB1 
CTSD ,TSPEAR 
CTSD ,SIAE 
CTSD ,SDF2L1 
CTSD ,UGGT1 
CTSD ,PCYOX1 
CTSD ,DPP7 
CTSD ,HYOU1 
ANXA2 ,CTSB 
ANXA2 ,HSP90AA1
ANXA2 ,THBS1 
ANXA2 ,ITGA5 
ANXA2 ,ANXA5 
ANXA2 ,RPSA 
ANXA2 ,LGALS1 
ANXA2 ,HMGB1 
ANXA2 ,CTSH 
ANXA2 ,CLU 
ANXA2 ,IGF2R 
ANXA2 ,GP1BB 
ANXA2 ,ITGA4 
ANXA2 ,PKM 
ANXA2 ,HSP90B1 
ANXA2 ,FLT1
ANXA2 ,VCAM1 
ANXA2 ,MAG 
ANXA2 ,MSR1 
ANXA2 ,ERBB3 
ANXA2 ,S100A4 
ANXA2 ,HMGB2 
ANXA2 ,CALR 
ANXA2 ,S100A7 
ANXA2 ,SERPINF1 
ANXA2 ,PTGDS 
ANXA2 ,MASP1 
ANXA2 ,PPT1 
ANXA2 ,HNRNPM
ANXA2 ,YARS1 
ANXA2 ,B2M 
ANXA2 ,DCD 
ANXA2 ,HSPG2 
ANXA2 ,RUNX1 
ANXA2 ,MUC2 
ANXA2 ,DST 
ANXA2 ,C1QBP 
ANXA2 ,LGALS3BP 
ANXA2 ,PRDX4 
ANXA2 ,ITPR3 
ANXA2 ,P3H1 
ANXA2 ,SAR1A 
ANXA2 ,ANKAR 
ANXA2 ,NAXE 
ANXA2 ,SCARB1 
ANXA2 ,ROBO4 
ANXA2 ,HTRA1 
ANXA2 ,ADIPOR1 
ANXA2 ,AP2M1 
ANXA2 ,ERBIN 
ANXA2 ,MYOC 
ANXA2 ,CRISPLD2 
ANXA2 ,SDF2L1 
ANXA2 ,S100A14 
ANXA2 ,PTPRH 
ANXA2 ,IL20RA 
ANXA2 ,ITGA11 
ANXA2 ,TAOK2 
ANXA2 ,HYOU1 
ANXA2 ,FCGBP 
C8A ,C8B 
C8A ,C8G 
C8B ,C8G 
C8B ,CLU 
PRSS1 ,SERPINF2 
PRSS1 ,ITGA2 
PRSS1 ,DCC 
